Date,Region,Crop_Type,Pest_Type,Severity,Treatment,Health_Status
2023-6-24,Nanyang,rice,none,moderate,none,dead
2023-6-25,Zhengzhou,corn,none,moderate,none,dead
2023-6-25,Luoyang,wheat,none,mild,pesticide_spraying,affected
2023-6-25,Kaifeng,corn,aphids,mild,crop_removal,dead
2023-6-25,Anyang,rice,blight,mild,none,affected
2023-6-25,Nanyang,wheat,borer,mild,crop_removal,healthy
2023-6-26,Zhengzhou,wheat,none,moderate,crop_removal,dead
2023-6-26,Luoyang,wheat,blight,mild,crop_removal,affected
2023-6-26,Kaifeng,rice,none,mild,none,healthy
2023-6-26,Anyang,corn,blight,mild,pesticide_spraying,affected
2023-6-26,Nanyang,rice,aphids,moderate,pesticide_spraying,affected
2023-6-27,Zhengzhou,rice,blight,severe,pesticide_spraying,dead
2023-6-27,Luoyang,corn,aphids,severe,pesticide_spraying,affected
2023-6-27,Kaifeng,wheat,borer,severe,pesticide_spraying,healthy
2023-6-27,Anyang,wheat,borer,mild,crop_removal,dead
2023-6-27,Nanyang,rice,borer,mild,pesticide_spraying,healthy
2023-6-28,Zhengzhou,wheat,aphids,severe,crop_removal,dead
2023-6-28,Luoyang,wheat,aphids,moderate,crop_removal,dead
2023-6-28,Kaifeng,rice,blight,severe,none,healthy
2023-6-28,Anyang,rice,none,mild,pesticide_spraying,dead
2023-6-28,Nanyang,wheat,borer,severe,pesticide_spraying,affected
2023-6-29,Zhengzhou,rice,blight,severe,none,dead
2023-6-29,Luoyang,corn,borer,mild,crop_removal,affected
2023-6-29,Kaifeng,wheat,blight,mild,crop_removal,healthy
2023-6-29,Anyang,corn,borer,mild,none,dead
2023-6-29,Nanyang,rice,blight,severe,none,healthy
2023-6-30,Zhengzhou,rice,none,mild,pesticide_spraying,affected
2023-6-30,Luoyang,rice,none,moderate,crop_removal,healthy
2023-6-30,Kaifeng,corn,borer,moderate,none,dead
2023-6-30,Anyang,rice,aphids,mild,pesticide_spraying,healthy
2023-6-30,Nanyang,wheat,none,moderate,none,healthy
2023-7-1,Zhengzhou,wheat,borer,mild,crop_removal,affected
2023-7-1,Luoyang,corn,blight,mild,none,healthy
2023-7-1,Kaifeng,rice,aphids,mild,pesticide_spraying,dead
2023-7-1,Anyang,rice,none,mild,none,healthy
2023-7-1,Nanyang,rice,aphids,moderate,none,healthy
2023-7-2,Zhengzhou,wheat,aphids,mild,none,dead
2023-7-2,Luoyang,wheat,aphids,severe,pesticide_spraying,healthy
2023-7-2,Kaifeng,wheat,aphids,severe,crop_removal,healthy
2023-7-2,Anyang,wheat,aphids,severe,pesticide_spraying,affected
2023-7-2,Nanyang,rice,borer,mild,pesticide_spraying,affected
2023-7-3,Zhengzhou,corn,blight,mild,pesticide_spraying,affected
2023-7-3,Luoyang,corn,borer,severe,pesticide_spraying,healthy
2023-7-3,Kaifeng,wheat,borer,mild,crop_removal,affected
2023-7-3,Anyang,rice,aphids,mild,crop_removal,dead
2023-7-3,Nanyang,wheat,none,moderate,none,healthy
2023-7-4,Zhengzhou,wheat,aphids,mild,pesticide_spraying,affected
2023-7-4,Luoyang,corn,blight,mild,none,healthy
2023-7-4,Kaifeng,wheat,borer,mild,crop_removal,affected
2023-7-4,Anyang,corn,blight,severe,none,dead
2023-7-4,Nanyang,corn,none,severe,none,dead
2023-7-5,Zhengzhou,rice,blight,severe,pesticide_spraying,healthy
2023-7-5,Luoyang,rice,aphids,severe,pesticide_spraying,dead
2023-7-5,Kaifeng,wheat,none,mild,pesticide_spraying,dead
2023-7-5,Anyang,rice,blight,mild,none,healthy
2023-7-5,Nanyang,rice,borer,mild,none,healthy
2023-7-6,Zhengzhou,corn,none,severe,crop_removal,healthy
2023-7-6,Luoyang,corn,aphids,severe,pesticide_spraying,affected
2023-7-6,Kaifeng,corn,none,severe,pesticide_spraying,dead
2023-7-6,Anyang,rice,blight,severe,pesticide_spraying,healthy
2023-7-6,Nanyang,wheat,none,mild,crop_removal,affected
2023-7-7,Zhengzhou,rice,aphids,mild,none,dead
2023-7-7,Luoyang,wheat,blight,mild,crop_removal,dead
2023-7-7,Kaifeng,corn,blight,mild,none,healthy
2023-7-7,Anyang,rice,blight,severe,none,affected
2023-7-7,Nanyang,corn,blight,mild,none,healthy
2023-7-8,Zhengzhou,rice,aphids,moderate,none,affected
2023-7-8,Luoyang,rice,blight,mild,pesticide_spraying,healthy
2023-7-8,Kaifeng,wheat,borer,mild,crop_removal,healthy
2023-7-8,Anyang,wheat,aphids,severe,crop_removal,affected
2023-7-8,Nanyang,corn,aphids,severe,pesticide_spraying,healthy
2023-7-9,Zhengzhou,corn,aphids,moderate,none,affected
2023-7-9,Luoyang,rice,borer,mild,crop_removal,dead
2023-7-9,Kaifeng,wheat,none,mild,none,dead
2023-7-9,Anyang,rice,aphids,moderate,none,affected
2023-7-9,Nanyang,corn,blight,severe,none,healthy
2023-7-10,Zhengzhou,corn,aphids,severe,none,healthy
2023-7-10,Luoyang,wheat,none,severe,pesticide_spraying,dead
2023-7-10,Kaifeng,wheat,borer,severe,crop_removal,healthy
2023-7-10,Anyang,wheat,borer,severe,none,affected
2023-7-10,Nanyang,wheat,aphids,severe,none,dead
2023-7-11,Zhengzhou,wheat,borer,severe,none,affected
2023-7-11,Luoyang,wheat,blight,moderate,none,dead
2023-7-11,Kaifeng,corn,aphids,moderate,pesticide_spraying,healthy
2023-7-11,Anyang,wheat,blight,severe,none,affected
2023-7-11,Nanyang,rice,blight,moderate,crop_removal,dead
2023-7-12,Zhengzhou,corn,blight,mild,pesticide_spraying,healthy
2023-7-12,Luoyang,wheat,aphids,mild,none,dead
2023-7-12,Kaifeng,corn,aphids,severe,pesticide_spraying,affected
2023-7-12,Anyang,corn,none,severe,pesticide_spraying,dead
2023-7-12,Nanyang,rice,borer,severe,none,dead
2023-7-13,Zhengzhou,wheat,aphids,mild,crop_removal,affected
2023-7-13,Luoyang,rice,blight,severe,none,dead
2023-7-13,Kaifeng,corn,borer,mild,pesticide_spraying,healthy
2023-7-13,Anyang,corn,blight,moderate,crop_removal,healthy
2023-7-13,Nanyang,corn,aphids,moderate,crop_removal,affected
2023-7-14,Zhengzhou,wheat,borer,moderate,crop_removal,affected
2023-7-14,Luoyang,wheat,aphids,severe,none,healthy
2023-7-14,Kaifeng,wheat,borer,moderate,pesticide_spraying,affected
2023-7-14,Anyang,wheat,aphids,mild,crop_removal,dead
2023-7-14,Nanyang,wheat,aphids,mild,none,dead
2023-7-15,Zhengzhou,corn,borer,mild,pesticide_spraying,healthy
2023-7-15,Luoyang,wheat,aphids,moderate,none,healthy
2023-7-15,Kaifeng,rice,borer,mild,pesticide_spraying,affected
2023-7-15,Anyang,rice,none,mild,none,affected
2023-7-15,Nanyang,corn,none,moderate,none,dead
2023-7-16,Zhengzhou,corn,borer,severe,crop_removal,dead
2023-7-16,Luoyang,rice,aphids,mild,none,healthy
2023-7-16,Kaifeng,wheat,blight,moderate,pesticide_spraying,dead
2023-7-16,Anyang,corn,borer,mild,pesticide_spraying,healthy
2023-7-16,Nanyang,wheat,none,severe,pesticide_spraying,dead
2023-7-17,Zhengzhou,corn,none,severe,none,healthy
2023-7-17,Luoyang,corn,aphids,moderate,crop_removal,affected
2023-7-17,Kaifeng,wheat,blight,severe,pesticide_spraying,dead
2023-7-17,Anyang,corn,aphids,moderate,crop_removal,dead
2023-7-17,Nanyang,rice,none,moderate,none,dead
2023-7-18,Zhengzhou,rice,blight,mild,crop_removal,healthy
2023-7-18,Luoyang,rice,none,moderate,none,dead
2023-7-18,Kaifeng,rice,blight,mild,none,dead
2023-7-18,Anyang,wheat,borer,severe,none,healthy
2023-7-18,Nanyang,rice,aphids,mild,none,affected
2023-7-19,Zhengzhou,wheat,none,moderate,crop_removal,affected
2023-7-19,Luoyang,rice,none,mild,pesticide_spraying,dead
2023-7-19,Kaifeng,wheat,aphids,severe,none,affected
2023-7-19,Anyang,wheat,aphids,severe,none,affected
2023-7-19,Nanyang,rice,aphids,mild,none,dead
2023-7-20,Zhengzhou,rice,blight,severe,pesticide_spraying,affected
2023-7-20,Luoyang,corn,blight,mild,none,healthy
2023-7-20,Kaifeng,wheat,aphids,mild,none,dead
2023-7-20,Anyang,wheat,aphids,mild,crop_removal,dead
2023-7-20,Nanyang,wheat,blight,moderate,pesticide_spraying,healthy
2023-7-21,Zhengzhou,rice,aphids,severe,none,affected
2023-7-21,Luoyang,corn,none,moderate,pesticide_spraying,dead
2023-7-21,Kaifeng,corn,aphids,severe,crop_removal,affected
2023-7-21,Anyang,corn,aphids,mild,none,affected
2023-7-21,Nanyang,rice,none,mild,pesticide_spraying,affected
2023-7-22,Zhengzhou,rice,none,moderate,pesticide_spraying,dead
2023-7-22,Luoyang,rice,blight,mild,crop_removal,affected
2023-7-22,Kaifeng,rice,borer,moderate,pesticide_spraying,healthy
2023-7-22,Anyang,corn,aphids,severe,pesticide_spraying,healthy
2023-7-22,Nanyang,corn,aphids,severe,none,dead
2023-7-23,Zhengzhou,rice,none,mild,pesticide_spraying,dead
2023-7-23,Luoyang,corn,none,severe,crop_removal,healthy
2023-7-23,Kaifeng,corn,aphids,mild,pesticide_spraying,affected
2023-7-23,Anyang,wheat,none,severe,none,dead
2023-7-23,Nanyang,rice,borer,moderate,crop_removal,dead
2023-7-24,Zhengzhou,rice,aphids,severe,crop_removal,healthy
2023-7-24,Luoyang,corn,aphids,mild,pesticide_spraying,affected
2023-7-24,Kaifeng,corn,blight,severe,pesticide_spraying,healthy
2023-7-24,Anyang,rice,borer,mild,pesticide_spraying,dead
2023-7-24,Nanyang,wheat,blight,severe,none,dead
2023-7-25,Zhengzhou,rice,aphids,severe,pesticide_spraying,affected
2023-7-25,Luoyang,rice,aphids,moderate,crop_removal,healthy
2023-7-25,Kaifeng,corn,aphids,severe,pesticide_spraying,affected
2023-7-25,Anyang,wheat,aphids,severe,none,dead
2023-7-25,Nanyang,rice,blight,moderate,crop_removal,dead
2023-7-26,Zhengzhou,rice,blight,severe,none,affected
2023-7-26,Luoyang,corn,aphids,moderate,none,dead
2023-7-26,Kaifeng,corn,blight,mild,none,healthy
2023-7-26,Anyang,rice,aphids,mild,crop_removal,affected
2023-7-26,Nanyang,corn,none,severe,none,affected
2023-7-27,Zhengzhou,corn,aphids,mild,crop_removal,affected
2023-7-27,Luoyang,wheat,borer,severe,crop_removal,dead
2023-7-27,Kaifeng,wheat,borer,moderate,pesticide_spraying,healthy
2023-7-27,Anyang,corn,blight,severe,pesticide_spraying,dead
2023-7-27,Nanyang,rice,none,moderate,pesticide_spraying,healthy
2023-7-28,Zhengzhou,corn,blight,mild,none,healthy
2023-7-28,Luoyang,corn,borer,moderate,pesticide_spraying,affected
2023-7-28,Kaifeng,corn,blight,moderate,none,dead
2023-7-28,Anyang,rice,none,moderate,none,affected
2023-7-28,Nanyang,corn,blight,moderate,crop_removal,dead
2023-7-29,Zhengzhou,corn,aphids,mild,pesticide_spraying,affected
2023-7-29,Luoyang,rice,none,mild,pesticide_spraying,healthy
2023-7-29,Kaifeng,wheat,borer,mild,crop_removal,affected
2023-7-29,Anyang,corn,none,mild,pesticide_spraying,dead
2023-7-29,Nanyang,rice,blight,severe,none,healthy
2023-7-30,Zhengzhou,rice,aphids,moderate,pesticide_spraying,dead
2023-7-30,Luoyang,rice,aphids,moderate,pesticide_spraying,healthy
2023-7-30,Kaifeng,wheat,none,severe,none,healthy
2023-7-30,Anyang,corn,blight,severe,crop_removal,healthy
2023-7-30,Nanyang,rice,aphids,mild,crop_removal,affected
2023-7-31,Zhengzhou,rice,blight,severe,pesticide_spraying,affected
2023-7-31,Luoyang,wheat,borer,moderate,crop_removal,healthy
2023-7-31,Kaifeng,rice,borer,severe,crop_removal,affected
2023-7-31,Anyang,corn,borer,moderate,crop_removal,affected
2023-7-31,Nanyang,rice,blight,moderate,crop_removal,affected
2023-8-1,Zhengzhou,corn,blight,mild,pesticide_spraying,dead
2023-8-1,Luoyang,corn,none,moderate,crop_removal,healthy
2023-8-1,Kaifeng,wheat,none,severe,pesticide_spraying,affected
2023-8-1,Anyang,wheat,aphids,moderate,crop_removal,dead
2023-8-1,Nanyang,corn,blight,moderate,pesticide_spraying,healthy
2023-8-2,Zhengzhou,rice,borer,severe,none,dead
2023-8-2,Luoyang,rice,borer,mild,pesticide_spraying,healthy
2023-8-2,Kaifeng,wheat,blight,severe,none,dead
2023-8-2,Anyang,corn,aphids,severe,crop_removal,healthy
2023-8-2,Nanyang,corn,blight,mild,crop_removal,affected
2023-8-3,Zhengzhou,rice,aphids,moderate,crop_removal,healthy
2023-8-3,Luoyang,rice,borer,severe,pesticide_spraying,healthy
2023-8-3,Kaifeng,wheat,blight,mild,crop_removal,affected
2023-8-3,Anyang,corn,blight,moderate,pesticide_spraying,dead
2023-8-3,Nanyang,rice,blight,moderate,none,affected
2023-8-4,Zhengzhou,corn,none,mild,crop_removal,affected
2023-8-4,Luoyang,wheat,none,severe,crop_removal,affected
2023-8-4,Kaifeng,wheat,borer,moderate,none,healthy
2023-8-4,Anyang,corn,blight,mild,crop_removal,healthy
2023-8-4,Nanyang,corn,aphids,mild,pesticide_spraying,dead
2023-8-5,Zhengzhou,rice,borer,mild,pesticide_spraying,dead
2023-8-5,Luoyang,rice,aphids,moderate,crop_removal,healthy
2023-8-5,Kaifeng,rice,none,moderate,none,affected
2023-8-5,Anyang,corn,borer,moderate,pesticide_spraying,affected
2023-8-5,Nanyang,corn,blight,moderate,pesticide_spraying,dead
2023-8-6,Zhengzhou,corn,blight,mild,none,dead
2023-8-6,Luoyang,rice,aphids,mild,none,dead
2023-8-6,Kaifeng,corn,borer,severe,none,dead
2023-8-6,Anyang,rice,borer,mild,pesticide_spraying,affected
2023-8-6,Nanyang,rice,none,moderate,pesticide_spraying,affected
2023-8-7,Zhengzhou,rice,blight,moderate,none,dead
2023-8-7,Luoyang,wheat,aphids,severe,none,affected
2023-8-7,Kaifeng,rice,none,moderate,pesticide_spraying,affected
2023-8-7,Anyang,wheat,none,severe,none,affected
2023-8-7,Nanyang,rice,none,mild,none,affected
2023-8-8,Zhengzhou,wheat,blight,mild,crop_removal,healthy
2023-8-8,Luoyang,rice,blight,severe,none,dead
2023-8-8,Kaifeng,rice,none,moderate,crop_removal,affected
2023-8-8,Anyang,corn,none,mild,crop_removal,affected
2023-8-8,Nanyang,corn,borer,moderate,pesticide_spraying,dead
2023-8-9,Zhengzhou,rice,aphids,mild,none,healthy
2023-8-9,Luoyang,wheat,aphids,moderate,pesticide_spraying,affected
2023-8-9,Kaifeng,rice,aphids,mild,pesticide_spraying,healthy
2023-8-9,Anyang,corn,blight,moderate,pesticide_spraying,affected
2023-8-9,Nanyang,rice,aphids,mild,crop_removal,dead
2023-8-10,Zhengzhou,wheat,aphids,severe,pesticide_spraying,healthy
2023-8-10,Luoyang,corn,borer,mild,none,affected
2023-8-10,Kaifeng,rice,borer,moderate,none,healthy
2023-8-10,Anyang,rice,blight,severe,none,dead
2023-8-10,Nanyang,rice,borer,mild,none,healthy
2023-8-11,Zhengzhou,rice,aphids,mild,pesticide_spraying,healthy
2023-8-11,Luoyang,rice,borer,severe,none,affected
2023-8-11,Kaifeng,wheat,borer,moderate,pesticide_spraying,affected
2023-8-11,Anyang,corn,borer,severe,pesticide_spraying,affected
2023-8-11,Nanyang,wheat,blight,moderate,none,dead
2023-8-12,Zhengzhou,wheat,borer,severe,none,dead
2023-8-12,Luoyang,wheat,aphids,moderate,pesticide_spraying,dead
2023-8-12,Kaifeng,wheat,none,mild,none,dead
2023-8-12,Anyang,wheat,none,severe,none,dead
2023-8-12,Nanyang,corn,blight,moderate,crop_removal,dead
2023-8-13,Zhengzhou,rice,aphids,moderate,pesticide_spraying,healthy
2023-8-13,Luoyang,wheat,none,mild,none,dead
2023-8-13,Kaifeng,corn,aphids,mild,none,affected
2023-8-13,Anyang,wheat,none,moderate,none,dead
2023-8-13,Nanyang,wheat,borer,mild,crop_removal,affected
2023-8-14,Zhengzhou,wheat,blight,severe,crop_removal,affected
2023-8-14,Luoyang,wheat,none,mild,none,affected
2023-8-14,Kaifeng,wheat,aphids,mild,none,dead
2023-8-14,Anyang,rice,none,moderate,crop_removal,dead
2023-8-14,Nanyang,wheat,borer,mild,none,affected
2023-8-15,Zhengzhou,rice,blight,severe,pesticide_spraying,dead
2023-8-15,Luoyang,wheat,none,mild,none,healthy
2023-8-15,Kaifeng,wheat,none,mild,pesticide_spraying,affected
2023-8-15,Anyang,rice,aphids,moderate,pesticide_spraying,dead
2023-8-15,Nanyang,corn,none,moderate,pesticide_spraying,healthy
2023-8-16,Zhengzhou,wheat,borer,mild,crop_removal,affected
2023-8-16,Luoyang,rice,blight,mild,pesticide_spraying,healthy
2023-8-16,Kaifeng,rice,none,moderate,crop_removal,healthy
2023-8-16,Anyang,corn,aphids,moderate,none,healthy
2023-8-16,Nanyang,corn,blight,moderate,none,affected
2023-8-17,Zhengzhou,rice,aphids,moderate,crop_removal,dead
2023-8-17,Luoyang,rice,borer,moderate,none,dead
2023-8-17,Kaifeng,corn,aphids,severe,none,dead
2023-8-17,Anyang,corn,none,severe,none,dead
2023-8-17,Nanyang,wheat,borer,mild,pesticide_spraying,healthy
2023-8-18,Zhengzhou,corn,none,severe,crop_removal,dead
2023-8-18,Luoyang,wheat,blight,severe,none,healthy
2023-8-18,Kaifeng,rice,blight,severe,crop_removal,dead
2023-8-18,Anyang,rice,aphids,moderate,pesticide_spraying,affected
2023-8-18,Nanyang,rice,aphids,mild,crop_removal,affected
2023-8-19,Zhengzhou,wheat,aphids,mild,pesticide_spraying,healthy
2023-8-19,Luoyang,corn,blight,moderate,crop_removal,affected
2023-8-19,Kaifeng,rice,blight,mild,pesticide_spraying,healthy
2023-8-19,Anyang,wheat,borer,moderate,none,dead
2023-8-19,Nanyang,rice,borer,moderate,none,affected
2023-8-20,Zhengzhou,rice,aphids,severe,none,healthy
2023-8-20,Luoyang,wheat,aphids,severe,pesticide_spraying,affected
2023-8-20,Kaifeng,wheat,blight,severe,pesticide_spraying,affected
2023-8-20,Anyang,wheat,none,moderate,pesticide_spraying,dead
2023-8-20,Nanyang,wheat,none,severe,crop_removal,dead
2023-8-21,Zhengzhou,wheat,none,moderate,pesticide_spraying,dead
2023-8-21,Luoyang,rice,aphids,mild,pesticide_spraying,affected
2023-8-21,Kaifeng,wheat,borer,severe,none,dead
2023-8-21,Anyang,rice,blight,mild,none,healthy
2023-8-21,Nanyang,wheat,borer,moderate,crop_removal,dead
2023-8-22,Zhengzhou,corn,borer,severe,none,dead
2023-8-22,Luoyang,corn,aphids,moderate,pesticide_spraying,healthy
2023-8-22,Kaifeng,corn,none,moderate,pesticide_spraying,affected
2023-8-22,Anyang,rice,blight,moderate,none,affected
2023-8-22,Nanyang,corn,aphids,mild,pesticide_spraying,affected
2023-8-23,Zhengzhou,rice,aphids,mild,none,affected
2023-8-23,Luoyang,wheat,none,severe,pesticide_spraying,affected
2023-8-23,Kaifeng,wheat,none,moderate,crop_removal,healthy
2023-8-23,Anyang,wheat,aphids,mild,none,affected
2023-8-23,Nanyang,corn,none,severe,crop_removal,healthy
2023-8-24,Zhengzhou,wheat,none,severe,pesticide_spraying,affected
2023-8-24,Luoyang,wheat,aphids,mild,crop_removal,healthy
2023-8-24,Kaifeng,wheat,aphids,mild,none,dead
2023-8-24,Anyang,wheat,blight,mild,crop_removal,dead
2023-8-24,Nanyang,corn,none,mild,crop_removal,dead
2023-8-25,Zhengzhou,wheat,blight,severe,pesticide_spraying,affected
2023-8-25,Luoyang,wheat,blight,moderate,none,affected
2023-8-25,Kaifeng,wheat,borer,moderate,crop_removal,dead
2023-8-25,Anyang,rice,aphids,mild,crop_removal,dead
2023-8-25,Nanyang,rice,blight,severe,pesticide_spraying,dead
2023-8-26,Zhengzhou,rice,borer,moderate,none,dead
2023-8-26,Luoyang,rice,blight,severe,none,affected
2023-8-26,Kaifeng,rice,aphids,severe,crop_removal,dead
2023-8-26,Anyang,rice,borer,moderate,crop_removal,affected
2023-8-26,Nanyang,wheat,aphids,severe,none,affected
2023-8-27,Zhengzhou,wheat,blight,severe,none,affected
2023-8-27,Luoyang,rice,aphids,severe,pesticide_spraying,affected
2023-8-27,Kaifeng,rice,none,moderate,crop_removal,healthy
2023-8-27,Anyang,corn,borer,moderate,pesticide_spraying,dead
2023-8-27,Nanyang,rice,borer,mild,crop_removal,dead
2023-8-28,Zhengzhou,rice,aphids,mild,none,dead
2023-8-28,Luoyang,wheat,blight,severe,crop_removal,dead
2023-8-28,Kaifeng,rice,blight,moderate,pesticide_spraying,dead
2023-8-28,Anyang,corn,borer,severe,none,dead
2023-8-28,Nanyang,wheat,aphids,moderate,none,dead
2023-8-29,Zhengzhou,rice,borer,moderate,crop_removal,healthy
2023-8-29,Luoyang,corn,aphids,moderate,crop_removal,affected
2023-8-29,Kaifeng,wheat,blight,mild,crop_removal,affected
2023-8-29,Anyang,corn,blight,moderate,crop_removal,healthy
2023-8-29,Nanyang,wheat,none,mild,crop_removal,healthy
2023-8-30,Zhengzhou,rice,borer,severe,pesticide_spraying,affected
2023-8-30,Luoyang,corn,blight,moderate,none,affected
2023-8-30,Kaifeng,corn,aphids,mild,none,affected
2023-8-30,Anyang,rice,borer,moderate,none,dead
2023-8-30,Nanyang,rice,none,severe,pesticide_spraying,affected
2023-8-31,Zhengzhou,corn,none,moderate,crop_removal,dead
2023-8-31,Luoyang,rice,aphids,mild,none,healthy
2023-8-31,Kaifeng,rice,borer,moderate,pesticide_spraying,affected
2023-8-31,Anyang,corn,none,severe,none,affected
2023-8-31,Nanyang,wheat,none,mild,crop_removal,affected
2023-9-1,Zhengzhou,wheat,aphids,moderate,pesticide_spraying,affected
2023-9-1,Luoyang,corn,none,moderate,crop_removal,affected
2023-9-1,Kaifeng,rice,blight,mild,pesticide_spraying,healthy
2023-9-1,Anyang,corn,none,severe,pesticide_spraying,dead
2023-9-1,Nanyang,wheat,borer,severe,crop_removal,dead
2023-9-2,Zhengzhou,corn,borer,severe,crop_removal,affected
2023-9-2,Luoyang,wheat,aphids,severe,crop_removal,dead
2023-9-2,Kaifeng,rice,blight,moderate,none,healthy
2023-9-2,Anyang,corn,aphids,mild,crop_removal,dead
2023-9-2,Nanyang,wheat,none,severe,pesticide_spraying,dead
2023-9-3,Zhengzhou,wheat,none,mild,crop_removal,dead
2023-9-3,Luoyang,corn,none,moderate,none,dead
2023-9-3,Kaifeng,wheat,borer,severe,pesticide_spraying,affected
2023-9-3,Anyang,rice,none,moderate,none,healthy
2023-9-3,Nanyang,wheat,blight,mild,none,healthy
2023-9-4,Zhengzhou,rice,blight,severe,pesticide_spraying,affected
2023-9-4,Luoyang,corn,borer,moderate,none,affected
2023-9-4,Kaifeng,rice,borer,moderate,none,healthy
2023-9-4,Anyang,wheat,borer,severe,none,healthy
2023-9-4,Nanyang,rice,blight,moderate,crop_removal,dead
2023-9-5,Zhengzhou,rice,borer,severe,crop_removal,healthy
2023-9-5,Luoyang,corn,aphids,severe,pesticide_spraying,dead
2023-9-5,Kaifeng,corn,none,moderate,crop_removal,affected
2023-9-5,Anyang,corn,blight,severe,pesticide_spraying,affected
2023-9-5,Nanyang,corn,borer,moderate,none,dead
2023-9-6,Zhengzhou,wheat,borer,mild,none,healthy
2023-9-6,Luoyang,rice,blight,mild,pesticide_spraying,healthy
2023-9-6,Kaifeng,rice,aphids,mild,none,dead
2023-9-6,Anyang,wheat,none,mild,pesticide_spraying,dead
2023-9-6,Nanyang,corn,borer,moderate,crop_removal,healthy
2023-9-7,Zhengzhou,corn,blight,mild,crop_removal,healthy
2023-9-7,Luoyang,corn,borer,severe,none,healthy
2023-9-7,Kaifeng,wheat,blight,severe,none,affected
2023-9-7,Anyang,corn,none,moderate,pesticide_spraying,healthy
2023-9-7,Nanyang,wheat,none,moderate,crop_removal,healthy
2023-9-8,Zhengzhou,rice,borer,severe,none,healthy
2023-9-8,Luoyang,corn,borer,mild,none,dead
2023-9-8,Kaifeng,rice,borer,mild,none,healthy
2023-9-8,Anyang,corn,aphids,severe,pesticide_spraying,healthy
2023-9-8,Nanyang,corn,none,moderate,none,dead
2023-9-9,Zhengzhou,rice,none,moderate,pesticide_spraying,healthy
2023-9-9,Luoyang,corn,blight,mild,none,affected
2023-9-9,Kaifeng,wheat,blight,mild,pesticide_spraying,dead
2023-9-9,Anyang,wheat,borer,moderate,none,dead
2023-9-9,Nanyang,rice,blight,mild,none,affected
2023-9-10,Zhengzhou,wheat,none,moderate,pesticide_spraying,dead
2023-9-10,Luoyang,rice,aphids,mild,pesticide_spraying,affected
2023-9-10,Kaifeng,wheat,none,moderate,crop_removal,dead
2023-9-10,Anyang,rice,borer,moderate,pesticide_spraying,dead
2023-9-10,Nanyang,wheat,aphids,severe,none,dead
2023-9-11,Zhengzhou,wheat,blight,severe,none,dead
2023-9-11,Luoyang,corn,none,mild,crop_removal,affected
2023-9-11,Kaifeng,rice,blight,severe,none,affected
2023-9-11,Anyang,rice,blight,mild,crop_removal,dead
2023-9-11,Nanyang,rice,aphids,mild,pesticide_spraying,dead
2023-9-12,Zhengzhou,corn,borer,mild,pesticide_spraying,healthy
2023-9-12,Luoyang,wheat,borer,moderate,none,affected
2023-9-12,Kaifeng,corn,borer,mild,crop_removal,healthy
2023-9-12,Anyang,wheat,aphids,mild,pesticide_spraying,healthy
2023-9-12,Nanyang,rice,none,severe,none,affected
2023-9-13,Zhengzhou,wheat,blight,moderate,crop_removal,healthy
2023-9-13,Luoyang,wheat,blight,severe,none,healthy
2023-9-13,Kaifeng,wheat,borer,severe,pesticide_spraying,dead
2023-9-13,Anyang,corn,blight,moderate,crop_removal,affected
2023-9-13,Nanyang,wheat,blight,moderate,crop_removal,healthy
2023-9-14,Zhengzhou,corn,blight,mild,none,healthy
2023-9-14,Luoyang,corn,aphids,severe,crop_removal,healthy
2023-9-14,Kaifeng,wheat,none,moderate,none,dead
2023-9-14,Anyang,wheat,none,severe,none,affected
2023-9-14,Nanyang,corn,blight,mild,pesticide_spraying,healthy
2023-9-15,Zhengzhou,corn,blight,severe,pesticide_spraying,dead
2023-9-15,Luoyang,wheat,none,moderate,pesticide_spraying,affected
2023-9-15,Kaifeng,rice,blight,mild,none,healthy
2023-9-15,Anyang,corn,blight,mild,none,healthy
2023-9-15,Nanyang,wheat,none,mild,pesticide_spraying,dead
2023-9-16,Zhengzhou,rice,borer,severe,none,healthy
2023-9-16,Luoyang,corn,none,mild,crop_removal,affected
2023-9-16,Kaifeng,corn,blight,severe,none,affected
2023-9-16,Anyang,corn,borer,mild,pesticide_spraying,healthy
2023-9-16,Nanyang,rice,none,mild,pesticide_spraying,dead
2023-9-17,Zhengzhou,rice,aphids,moderate,crop_removal,healthy
2023-9-17,Luoyang,rice,aphids,moderate,pesticide_spraying,healthy
2023-9-17,Kaifeng,corn,blight,severe,none,affected
2023-9-17,Anyang,corn,none,mild,crop_removal,healthy
2023-9-17,Nanyang,wheat,borer,severe,pesticide_spraying,dead
2023-9-18,Zhengzhou,wheat,borer,severe,pesticide_spraying,dead
2023-9-18,Luoyang,corn,blight,mild,pesticide_spraying,affected
2023-9-18,Kaifeng,wheat,none,mild,crop_removal,healthy
2023-9-18,Anyang,rice,aphids,severe,pesticide_spraying,affected
2023-9-18,Nanyang,corn,none,severe,none,healthy
2023-9-19,Zhengzhou,rice,blight,mild,none,dead
2023-9-19,Luoyang,corn,aphids,moderate,none,affected
2023-9-19,Kaifeng,wheat,none,moderate,pesticide_spraying,healthy
2023-9-19,Anyang,rice,none,mild,crop_removal,affected
2023-9-19,Nanyang,rice,none,mild,none,affected
2023-9-20,Zhengzhou,corn,borer,severe,none,dead
2023-9-20,Luoyang,wheat,none,moderate,crop_removal,healthy
